3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
1,1,1,1,0,1,1,2,55,2029,14.0,537,12,103,10,5,1
1,0,1,1,0,1,0,1,38,308,2.5,1565,7,121,19,17,0
0,0,1,0,0,0,1,16,6,552,3.6,1052,11,195,6,1,0
1,1,0,0,0,0,4,8,63,2082,3.2,713,12,89,15,10,1
0,0,1,1,1,0,1,7,16,3314,2.5,1766,17,141,9,7,3
1,1,1,1,1,1,1,4,19,3996,6.8,584,17,199,12,9,3
1,1,1,1,1,1,6,10,5,1795,6.0,1541,4,109,7,3,1
1,0,1,0,1,0,1,15,51,594,12.0,837,20,104,16,6,0
1,1,1,1,1,0,3,12,58,2473,2.5,935,9,155,10,4,2
1,1,0,1,0,0,0,2,31,690,3.5,665,15,185,5,2,0
1,1,1,1,0,1,13,17,34,3845,4.8,680,4,157,15,1,3
1,1,1,0,1,1,0,0,17,2004,10.5,877,9,195,11,8,1
0,0,1,0,1,1,13,16,53,2083,7.5,1493,20,102,19,15,2
1,1,0,0,0,1,3,14,26,2661,3.5999999999999996,1762,4,83,9,7,2
0,0,0,1,1,1,4,10,57,1903,5.4,842,14,124,8,4,1
1,0,0,1,0,0,9,14,56,2466,2.1,925,5,196,8,0,2
1,1,1,0,0,1,4,17,2,3779,2.1,1692,7,106,9,3,3
1,0,1,1,0,1,8,17,5,3904,6.6000000000000005,1576,7,139,5,1,3
1,1,0,0,1,0,4,8,48,265,10.2,1065,12,162,8,0,0
1,1,1,1,0,0,9,12,60,1417,1.6,958,19,200,10,4,0
1,1,0,1,0,0,6,12,26,1769,5.6000000000000005,623,16,197,10,1,1
0,0,1,0,1,0,1,2,17,2948,1.4,897,5,171,12,3,2
1,1,1,0,0,0,4,16,41,2572,4.5,1110,16,152,16,5,2
1,1,0,1,0,0,3,4,21,3267,15.400000000000002,616,19,150,17,9,2
1,1,0,1,1,1,6,7,37,1459,4.8,1680,2,168,15,3,1
1,1,1,0,0,1,0,6,12,1633,10.4,1715,5,94,15,10,2
1,1,1,0,1,0,0,11,45,2052,2.4,983,6,130,5,3,1
1,1,0,1,1,1,12,14,14,1086,3.6,720,3,165,14,7,0
1,1,1,0,0,1,2,3,24,2402,1.2,1660,14,169,12,10,2
0,0,0,0,1,1,1,2,42,3376,3.0,1564,7,108,7,0,3
0,0,1,0,1,0,1,10,52,1507,5.6000000000000005,592,4,103,5,0,0
1,1,1,0,1,0,2,7,44,641,5.4,969,8,158,9,1,0
1,0,1,1,1,1,0,19,35,3451,0.5,1356,17,131,5,2,3
1,0,1,1,0,1,8,9,14,1607,7.0,504,10,189,15,0,0
1,1,0,1,1,0,3,4,6,3521,0.5,1546,9,101,15,11,3
1,1,0,0,1,0,3,6,7,1241,5.8,689,16,147,9,0,0
0,0,1,0,0,1,14,15,16,881,4.2,1685,17,137,6,3,0
1,1,1,1,0,0,3,8,62,2563,7.0,1792,15,170,18,14,3
0,0,0,0,0,1,11,14,61,3033,3.5999999999999996,1786,17,123,14,11,3
1,1,1,0,1,0,9,10,59,769,4.2,1944,3,132,19,13,0
1,1,1,1,0,0,13,14,49,3454,10.0,1077,2,131,17,11,3
1,1,0,1,0,0,1,4,60,819,7.2,648,4,195,10,3,0
0,0,1,1,1,1,8,19,2,435,3.0,1702,3,185,12,9,0
0,0,1,0,0,1,1,3,30,586,20.3,1571,4,150,10,9,0
1,1,1,1,1,0,14,19,19,650,6.6000000000000005,856,10,125,17,0,0
1,0,0,0,0,0,6,15,14,3038,10.4,1786,14,115,18,0,3
1,1,0,1,0,0,1,4,60,3736,3.5,914,5,198,14,8,3
1,0,0,1,0,1,3,13,9,2948,2.8,1615,3,117,8,3,2
1,1,0,1,0,1,4,12,19,739,9.799999999999999,649,2,190,18,1,0
1,1,0,0,0,1,3,5,25,686,5.0,1646,11,200,8,6,0
0,0,0,1,0,1,5,20,7,841,3.8,1189,11,164,13,10,0
1,0,0,0,0,0,3,17,29,1183,21.6,1043,8,83,5,3,0
1,1,0,0,1,1,3,8,19,3943,1.7999999999999998,1920,4,131,13,0,3
1,0,0,1,0,0,1,20,54,1037,19.599999999999998,1220,15,109,6,4,0
1,1,0,1,1,0,11,20,53,2633,2.0,1748,9,114,16,0,2
0,0,0,1,1,0,7,12,44,3911,7.800000000000001,907,8,160,13,6,3
1,0,0,1,0,0,7,13,20,1958,16.099999999999998,1193,2,158,7,5,2
1,1,0,1,1,0,1,4,22,3297,4.0,1766,16,122,7,5,3
1,1,1,1,0,1,7,16,24,3141,3.0,1278,11,170,6,2,3
0,0,1,0,1,0,8,15,17,3351,10.2,1234,19,174,12,9,2
1,0,1,1,0,1,10,20,55,2355,10.5,1961,6,100,14,7,3
1,1,0,0,0,1,0,0,3,1308,8.7,1745,2,105,5,0,1
1,0,0,0,1,0,1,8,27,991,3.0,1442,7,127,14,8,0
1,1,1,1,1,0,1,2,39,3248,23.2,1083,6,173,8,6,2
0,0,1,1,0,0,5,7,5,1519,3.6,868,2,137,13,0,0
1,1,0,0,1,1,0,1,53,493,9.600000000000001,864,10,88,18,9,0
0,0,0,1,0,1,0,0,2,1747,7.199999999999999,1142,14,114,7,0,1
1,0,1,1,1,1,0,0,64,2517,2.0,608,7,94,16,8,1
1,1,1,0,0,1,0,4,53,1389,1.8,983,8,187,17,8,1
1,1,1,0,0,0,18,20,2,2522,8.0,1720,2,188,10,5,2
1,0,0,1,1,1,8,16,27,1885,6.0,1802,7,116,10,9,2
1,1,1,0,1,1,18,20,16,704,14.700000000000001,591,4,196,14,5,0
0,0,1,1,0,1,5,10,10,953,16.200000000000003,1205,20,163,18,11,0
0,0,0,1,1,0,3,18,28,3206,1.7,1369,4,108,16,15,3
0,0,1,0,1,0,0,14,42,928,0.9,713,9,94,12,10,0
0,0,0,0,1,1,11,20,2,2177,9.2,1082,17,101,12,2,1
1,0,1,1,1,1,0,1,52,2610,6.300000000000001,1719,11,187,10,1,2
1,1,1,0,0,0,18,20,12,489,16.8,1544,2,186,9,4,0
1,1,1,1,0,0,1,8,8,3839,18.4,1090,11,128,17,3,3
1,1,1,0,0,1,3,13,15,1861,2.8,1991,17,181,8,5,1
0,0,0,0,0,1,4,6,56,299,5.8,1367,10,176,6,2,0
1,1,0,1,0,0,7,12,32,340,1.0,1179,16,182,16,5,0
1,1,1,1,1,1,1,18,15,3606,13.5,721,5,102,10,0,3
1,0,1,1,1,0,0,4,62,799,7.2,1549,9,91,7,3,0
1,0,1,1,1,0,3,12,46,2367,12.600000000000001,1349,10,134,11,7,1
1,1,0,0,0,1,1,9,30,445,3.0,1799,10,123,10,8,0
1,0,0,0,1,0,2,16,11,3927,0.5,1075,7,122,8,3,3
1,1,1,1,1,1,3,9,63,3756,4.5,684,12,157,17,5,3
0,0,1,0,0,0,9,20,36,770,2.0,1837,15,162,14,1,0
1,1,0,1,0,0,2,9,21,1641,1.9,1619,13,138,7,2,1
1,0,0,1,0,0,1,2,13,2343,11.2,965,15,197,17,12,2
1,0,1,0,0,0,9,15,9,2787,6.0,730,7,122,10,8,2
0,0,1,1,0,0,1,2,47,2495,7.0,1361,16,169,8,7,2
1,1,0,0,0,0,3,4,45,3208,8.0,1494,4,158,11,9,3
1,0,1,1,0,0,7,11,18,1234,5.6000000000000005,1027,14,146,7,4,0
1,1,0,0,1,0,0,0,38,1069,6.4,1807,7,97,7,6,1
0,0,1,0,1,0,1,11,11,3568,12.0,709,3,130,16,14,3
1,0,0,0,0,0,2,11,45,3585,7.0,689,10,103,10,1,3
1,0,0,1,0,1,2,10,2,1974,2.0,955,18,155,14,1,1
0,0,0,1,0,0,5,14,35,2419,5.699999999999999,1872,19,111,15,5,3
1,0,1,0,1,0,0,0,13,340,2.4,1259,4,97,17,13,0
1,1,0,0,0,1,1,8,41,2282,9.6,695,17,169,5,2,1
1,0,0,0,1,1,9,11,63,298,4.8,1969,10,132,10,1,0
1,1,0,0,0,0,3,8,39,968,5.0,759,2,162,6,2,0
1,0,1,0,0,1,1,18,18,2391,3.0,936,3,153,12,6,2
1,1,0,1,0,0,2,10,62,1534,4.2,1176,17,168,6,2,1
1,1,0,0,1,1,0,9,10,696,18.900000000000002,1802,3,101,14,7,0
1,1,0,0,1,0,0,11,23,2782,7.0,772,17,97,7,0,2
1,1,1,1,0,0,1,7,45,755,4.8,1318,9,136,18,3,0
1,1,0,1,1,1,1,17,16,3746,3.0,591,5,90,5,0,3
0,0,0,1,1,0,0,1,41,2651,2.5,569,4,124,17,7,1
1,1,0,0,1,0,9,11,45,1341,8.0,764,12,124,19,1,0
1,1,1,1,1,1,8,11,37,2651,6.300000000000001,1056,3,101,15,5,2
1,1,1,1,0,1,2,20,12,1824,8.0,1982,14,80,13,3,1
1,0,1,1,0,1,5,6,14,1905,3.0,1830,19,160,16,3,2
1,1,0,0,0,1,0,14,40,1456,3.5,1122,20,156,9,3,1
1,1,1,1,0,1,2,8,63,3155,4.8999999999999995,1023,7,153,11,10,3
1,1,0,1,1,1,8,15,33,773,7.199999999999999,1283,2,93,17,7,0
1,1,0,0,1,0,0,7,35,1829,11.200000000000001,1602,13,99,18,17,2
1,1,1,1,0,0,5,7,32,3883,10.4,732,5,163,12,2,3
1,1,1,0,1,0,0,0,33,1675,0.9,1854,9,195,14,12,1
1,1,1,1,1,1,1,12,30,1601,4.800000000000001,718,12,93,10,9,1
1,1,0,1,0,1,3,10,2,1958,16.0,897,7,154,7,5,1
0,0,0,0,0,1,0,7,8,2376,6.8,1405,11,107,19,6,2
1,1,0,0,1,0,6,12,21,1647,1.2,798,3,110,12,2,1
0,0,1,1,0,1,1,15,40,3548,13.5,1035,5,157,14,4,3
0,0,1,1,0,0,0,15,37,2694,2.4,1396,19,134,18,3,2
1,1,1,1,1,0,7,8,49,2195,0.5,1749,4,178,5,4,2
1,1,0,1,0,0,12,20,4,2506,12.5,1588,11,148,5,3,2
1,1,0,0,0,1,1,16,16,2073,2.0,1600,4,94,9,5,2
0,0,1,0,0,0,4,11,21,3767,13.200000000000001,1522,16,162,15,9,3
1,1,0,1,0,0,5,6,7,1150,15.0,1279,7,105,7,2,1
1,0,0,0,0,0,7,8,6,841,17.4,719,2,102,9,1,0
1,1,0,1,1,1,2,15,7,1675,2.5,544,17,129,13,4,0
1,1,0,1,1,1,5,12,21,1301,23.2,1007,12,185,8,6,0
0,0,0,1,1,1,0,1,32,1817,7.199999999999999,590,6,141,10,0,0
1,1,0,0,0,1,0,16,6,2321,3.0,1788,20,141,7,5,2
0,0,1,0,0,1,0,14,25,1974,9.799999999999999,748,13,110,17,5,1
1,0,0,1,1,1,4,5,64,3433,6.3,757,10,157,6,5,2
1,1,0,1,1,1,1,10,27,1205,4.800000000000001,1561,3,174,12,7,1
1,0,1,0,0,1,10,16,23,872,19.599999999999998,1327,4,89,7,5,0
1,0,1,1,1,1,4,20,18,2052,12.0,797,14,81,9,3,1
1,1,0,1,1,1,0,9,64,3654,2.5,727,16,193,9,1,3
0,0,0,1,1,0,0,1,36,1503,10.8,686,13,194,10,0,0
1,1,0,1,1,0,4,6,24,3104,10.5,1515,20,176,6,5,3
0,0,1,1,1,1,2,12,17,343,2.5,555,3,163,19,14,0
1,0,1,0,0,1,0,2,5,3430,3.0,1589,19,112,7,5,3
0,0,0,1,1,0,6,19,45,2470,10.4,1976,3,136,11,1,3
1,0,1,0,1,1,3,4,24,1396,6.0,1884,9,149,15,8,1
0,0,0,0,0,0,0,7,27,2668,12.0,1063,19,86,12,5,2
1,0,1,1,1,0,13,20,61,1457,3.0,672,20,194,14,10,0
1,0,0,1,0,0,9,17,16,2452,3.5,635,8,110,19,17,2
1,0,1,1,1,0,3,4,55,1871,5.699999999999999,1906,4,113,13,5,1
1,0,1,0,0,1,4,11,40,1112,2.8,1753,15,191,8,2,1
1,1,1,0,1,0,2,6,3,967,11.2,659,14,85,10,1,0
0,0,1,0,1,0,0,4,14,2498,2.4,1583,8,148,13,6,2
0,0,0,0,1,1,2,8,42,387,17.4,1783,3,104,14,5,1
1,1,0,0,1,0,0,0,21,635,2.0,1667,15,138,17,7,0
1,1,0,0,1,1,5,20,6,2711,10.4,640,8,143,15,7,2
1,0,0,1,0,1,0,4,29,2023,9.0,1913,8,111,17,13,2
1,1,1,0,1,1,0,7,25,2215,7.700000000000001,538,17,163,9,3,1
1,1,0,0,0,0,6,9,46,824,4.800000000000001,1191,7,89,19,18,0
1,0,1,0,1,0,2,3,9,3851,3.0,816,14,117,10,3,3
1,1,0,1,1,1,9,16,33,2156,1.0,915,13,199,7,3,1
1,0,1,1,0,0,7,8,27,2885,6.4,1157,2,88,8,4,3
1,0,1,1,0,1,2,7,10,495,3.5,1201,14,99,15,6,0
1,1,0,0,1,1,1,16,18,2358,2.2,1379,15,129,10,5,2
1,1,0,1,0,0,3,11,53,1744,11.0,1483,10,169,6,3,1
1,1,0,0,0,0,1,2,9,1832,3.5999999999999996,1614,11,161,15,8,1
1,1,1,1,1,1,4,10,4,2016,8.0,930,16,144,13,10,1
0,0,1,0,0,0,8,20,6,1300,7.800000000000001,1454,2,199,10,0,1
0,0,0,0,0,1,4,20,41,2313,9.600000000000001,1784,11,164,14,1,2
0,0,1,0,1,1,12,16,34,3248,9.0,1262,4,149,13,3,2
1,0,0,0,1,0,0,2,37,2216,15.400000000000002,797,6,144,9,5,1
1,0,1,1,0,1,8,15,59,3142,10.5,1829,5,91,16,6,3
1,1,0,1,1,0,6,11,58,1850,1.8,1139,8,161,9,4,1
1,1,0,1,0,1,9,15,13,1424,4.0,618,7,80,15,12,0
0,0,1,1,0,1,2,3,57,1620,2.9,1547,19,114,9,2,1
0,0,0,0,0,0,2,11,15,2592,8.399999999999999,586,3,83,12,8,1
1,1,0,1,0,0,8,9,36,296,2.4,1617,7,85,5,3,0
1,1,0,0,0,1,11,19,44,3579,16.0,1882,20,113,19,8,3
1,0,1,1,1,1,1,4,21,1180,8.7,674,4,198,6,3,0
1,0,1,1,0,1,0,0,18,3962,2.5,1467,5,122,15,11,3
1,0,0,0,0,1,1,2,50,3978,2.2,858,3,84,17,16,3
1,1,0,1,1,1,0,14,2,668,3.0,794,19,106,13,4,0
1,0,1,1,1,1,0,3,39,2032,10.4,1965,16,187,11,10,2
1,1,0,0,1,1,1,3,36,3057,7.2,1911,5,108,9,1,3
1,1,1,0,0,1,4,5,46,869,4.5,1512,19,145,18,10,0
1,1,1,1,1,1,5,16,45,3919,12.0,510,2,168,19,4,3
0,0,0,1,1,1,14,16,5,3476,5.4,1043,2,193,12,7,3
1,1,0,1,1,0,4,12,61,3895,2.5,841,7,191,6,0,3
0,0,1,1,0,1,1,4,27,2396,8.399999999999999,1807,10,186,17,10,2
1,1,0,0,1,1,18,20,25,3893,4.0,1546,7,96,10,0,3
1,1,1,0,0,0,11,18,49,1773,8.399999999999999,1434,7,108,15,8,1
1,1,1,1,1,1,5,9,50,3506,23.2,1464,3,198,10,7,3
0,0,0,0,0,0,1,3,47,3873,4.8,1718,10,156,14,2,3
0,0,1,0,1,1,0,2,62,1495,2.4,833,18,111,7,2,1
1,1,0,1,1,1,9,19,25,3485,14.5,1111,10,101,11,9,3
1,0,1,0,0,0,1,20,25,651,1.5,1520,5,171,6,0,0
0,0,0,0,0,1,2,6,55,3866,15.400000000000002,1500,20,80,13,7,3
1,1,1,0,0,1,2,6,34,3911,8.7,1343,8,171,15,8,3
1,0,0,1,1,0,0,3,30,439,2.8,900,20,87,6,2,0
1,0,0,1,1,1,5,15,19,992,11.0,1190,16,158,13,0,0
1,1,0,0,0,1,8,9,51,2751,14.4,630,3,193,17,6,2
1,1,1,1,0,0,5,7,53,563,8.0,1846,10,106,9,5,0
1,1,0,0,1,1,14,17,26,2083,1.0,1985,14,163,13,3,2
1,1,0,0,0,0,5,15,48,2187,11.6,1042,5,186,9,2,1
1,1,1,1,1,0,2,3,37,3902,3.4,1231,15,194,19,12,3
0,0,0,0,0,0,9,20,37,2524,10.4,1488,6,189,5,0,2
1,1,0,0,0,1,8,17,7,1357,0.6,968,16,151,15,1,1
0,0,0,0,1,1,1,5,60,3456,13.0,529,9,101,13,11,3
0,0,1,0,1,1,7,10,50,1641,3.4,1558,9,115,17,0,1
0,0,0,1,1,1,16,18,58,2322,3.5,533,2,97,17,3,1
1,0,0,0,1,1,1,6,5,3862,5.1,1037,7,125,17,4,3
1,1,1,0,1,1,6,16,43,557,4.800000000000001,1025,14,122,15,10,0
1,0,0,0,1,1,0,1,17,2427,12.0,1858,13,124,16,11,2
0,0,1,0,0,1,1,5,8,625,2.5,980,7,91,17,3,0
1,0,1,1,1,0,9,10,15,3836,2.5,644,10,139,10,9,3
1,1,0,1,1,0,0,0,38,854,3.2,1024,10,81,11,3,0
1,1,0,0,1,0,2,13,11,2383,23.2,1981,18,184,11,2,2
1,1,0,0,1,0,15,16,56,926,20.8,1380,7,187,9,5,0
1,0,0,1,1,0,1,11,32,3048,11.9,1557,7,152,17,11,3
1,0,0,1,1,0,10,20,49,824,8.8,1201,9,175,18,13,0
1,0,0,1,0,0,0,6,45,874,3.5999999999999996,1074,2,193,11,7,0
0,0,1,1,0,0,3,8,33,1617,12.600000000000001,1175,7,124,5,3,1
1,1,1,0,1,0,4,5,8,3309,5.4,1280,8,96,17,16,3
1,1,1,0,1,0,1,16,28,1786,3.5999999999999996,1715,12,112,19,2,1
1,0,0,0,0,0,4,11,40,3128,1.8,1165,14,150,13,0,3
0,0,1,0,0,1,0,1,2,2243,10.4,567,10,87,16,6,2
0,0,1,1,0,1,2,10,47,994,2.8,1952,17,190,9,5,1
1,0,1,1,1,0,2,7,43,2749,11.2,822,16,189,13,4,2
0,0,1,1,1,0,0,15,12,793,3.0,685,11,121,5,4,0
1,1,0,1,1,0,12,19,17,324,3.0,1388,3,174,14,0,0
1,0,0,0,0,1,2,14,48,366,6.300000000000001,1972,17,188,5,3,0
1,1,0,1,0,1,9,17,57,1228,11.9,1411,7,80,17,3,1
0,0,1,0,1,1,2,5,20,1413,2.3,1094,16,135,7,0,1
1,1,1,0,1,1,1,15,13,2617,2.8,1653,18,114,16,4,2
1,0,0,0,1,1,9,20,33,1798,14.0,916,5,142,11,5,1
1,0,0,0,0,1,1,6,29,2693,5.6000000000000005,1712,5,149,7,1,2
0,0,1,1,1,1,13,14,32,2437,7.2,882,15,103,17,14,1
1,1,0,0,0,0,6,10,33,837,2.4,632,3,101,16,4,0
0,0,1,1,1,1,0,3,56,2815,1.5,1442,8,165,6,0,2
1,0,1,0,0,1,11,14,47,1440,15.2,900,4,150,14,2,0
1,0,0,1,1,1,4,10,20,3470,4.2,1630,4,153,17,6,3
1,0,1,1,1,1,6,15,24,1251,7.0,1596,2,174,18,15,1
1,1,1,1,0,0,9,11,54,3181,4.0,1272,14,133,10,6,3
0,0,1,0,1,1,1,2,7,1361,10.0,1640,7,135,9,1,1
1,0,1,0,1,0,10,14,15,1630,9.799999999999999,1111,2,198,13,5,1
1,0,1,1,0,0,15,17,25,3689,5.8,1889,2,90,9,6,3
1,0,1,1,1,0,1,4,22,3586,8.8,1907,6,80,11,2,3
0,0,1,0,1,0,5,6,56,3942,10.0,529,7,139,10,0,3
1,1,0,0,0,0,3,5,38,1431,3.0,578,7,121,5,0,0
1,1,1,1,1,1,2,7,39,2167,2.3,1634,20,164,12,0,2
1,1,0,1,1,0,1,15,22,1248,3.5999999999999996,1533,9,172,9,2,1
1,1,0,0,0,1,5,6,47,1986,1.7999999999999998,660,15,83,8,0,1
1,1,1,1,0,0,10,14,28,1378,6.4,1847,18,111,5,2,1
0,0,1,1,1,0,6,20,10,2959,4.0,1206,20,134,5,1,2
1,1,1,1,0,1,3,5,53,1893,2.5,549,19,173,5,2,1
1,1,1,1,0,1,2,20,23,1676,8.399999999999999,1705,20,122,8,6,1
0,0,1,0,1,0,4,16,36,1912,0.5,1366,19,185,17,13,1
1,0,1,0,0,0,5,6,58,1947,2.5,1991,7,109,10,5,2
1,1,0,1,0,1,5,14,40,2734,3.5999999999999996,1102,4,175,15,12,2
1,1,0,0,0,1,3,5,32,3617,3.3000000000000003,1452,12,175,16,1,3
1,0,0,1,1,0,6,19,63,3414,1.1,1810,10,151,18,10,3
1,1,1,1,1,1,2,4,41,482,15.400000000000002,1166,11,165,19,11,0
1,0,1,1,1,0,5,12,6,2813,4.800000000000001,881,17,117,18,1,2
1,1,0,1,1,0,0,0,64,661,2.5,1134,20,166,13,7,0
1,1,1,1,1,0,1,4,20,2546,2.0,1031,12,177,9,6,2
1,1,0,1,1,0,0,1,34,3922,14.399999999999999,1376,2,167,5,0,3
1,1,1,0,1,1,2,8,56,1199,7.0,1391,10,137,15,8,1
0,0,0,0,0,1,6,16,24,3779,10.5,979,20,124,7,2,3
1,0,0,1,0,1,0,3,36,3870,7.6,1075,20,127,8,3,3
1,1,0,0,1,1,13,16,61,858,4.0,968,11,168,8,7,0
1,1,1,0,1,0,1,11,15,3840,4.0,1999,12,183,19,17,3
1,0,0,0,0,1,3,17,20,454,5.4,1626,6,164,8,4,0
0,0,1,0,1,0,14,20,28,3953,13.6,942,7,153,13,11,3
1,1,1,0,0,0,4,20,42,1633,5.1,1182,6,189,14,3,1
1,0,1,1,1,0,9,16,48,3035,4.800000000000001,1982,9,98,10,4,3
0,0,1,0,1,0,3,6,27,966,11.2,1373,9,80,14,0,0
1,0,0,0,1,0,8,17,44,1761,13.6,1151,10,107,7,4,1
0,0,1,1,1,1,6,15,51,1938,10.5,1650,3,99,14,0,2
1,0,1,1,1,1,0,2,17,2820,2.4,1663,5,152,14,1,3
1,1,0,1,0,0,0,17,3,305,3.5,1965,20,168,6,0,0
0,0,1,0,1,0,0,1,41,2838,3.6,679,6,154,19,7,2
0,0,1,0,0,1,2,8,3,2042,12.5,1465,12,90,8,2,2
1,0,0,1,1,0,3,19,27,700,11.0,1809,12,137,11,10,0
1,1,1,1,1,0,8,17,26,2593,19.2,757,15,164,19,3,2
1,1,0,1,0,0,7,15,47,1835,4.199999999999999,1034,9,105,8,1,1
0,0,0,1,0,1,9,19,23,3121,10.0,1119,5,81,15,4,3
1,1,0,1,1,0,0,5,24,2023,2.0,559,2,103,14,1,1
0,0,0,1,0,0,9,15,19,737,14.4,1204,18,113,10,5,0
1,1,0,0,1,0,4,19,15,450,18.4,1008,18,89,11,7,0
0,0,0,1,1,0,4,13,19,2928,18.900000000000002,1397,4,146,12,2,2
1,1,1,0,1,0,0,6,34,1694,2.4,697,8,114,14,8,1
0,0,1,1,0,0,5,17,58,2593,2.6,1939,6,174,11,6,2
0,0,0,0,1,0,2,5,15,745,1.9,1039,10,113,9,2,0
1,1,1,1,0,1,1,20,51,1310,5.2,1605,10,83,11,9,1
0,0,1,0,1,0,2,4,34,2743,12.8,1094,20,128,9,3,2
1,1,1,1,1,0,1,9,30,3976,1.5,769,11,190,12,10,3
0,0,0,1,1,0,0,13,40,3931,1.2,861,2,132,18,14,3
0,0,1,0,1,0,4,16,63,3455,1.8,504,15,169,17,15,3
1,1,1,1,1,0,5,17,64,1533,6.4,1930,6,119,5,1,1
1,0,0,1,1,0,10,16,52,3876,1.2,1795,2,140,18,17,3
1,1,0,0,1,0,3,6,2,3239,11.200000000000001,1363,11,159,11,5,3
1,1,0,1,0,0,3,4,38,3628,5.6,1376,13,195,13,2,3
1,0,0,1,0,0,2,3,19,3663,3.5,1981,2,123,15,0,3
0,0,1,0,0,1,4,17,62,1786,8.100000000000001,1901,5,133,16,10,1
1,0,0,0,1,0,10,17,5,3502,10.4,1319,3,140,14,6,3
1,0,1,1,0,0,5,16,58,815,2.7,859,2,178,10,4,0
1,0,1,1,0,1,10,11,25,275,6.300000000000001,1664,11,147,9,3,0
1,0,1,0,1,1,0,1,62,3758,0.5,955,18,151,15,3,3
0,0,1,0,1,1,3,4,38,2747,10.5,517,2,97,11,5,2
1,1,1,0,0,1,2,7,64,1809,5.5,1806,6,133,7,6,1
1,1,0,0,0,0,6,11,50,2086,3.2,1348,20,123,12,8,1
0,0,0,0,0,1,0,1,16,444,1.4,1455,7,164,14,2,0
1,0,1,0,1,1,5,18,25,3467,8.5,1611,8,92,9,1,3
1,1,1,1,1,1,3,5,24,2776,24.0,1573,17,125,5,3,2
1,1,0,0,0,1,0,1,23,3170,2.5,557,7,197,12,2,2
0,0,0,1,0,1,4,5,31,1234,1.0,1599,9,130,11,10,1
1,0,1,1,1,1,0,9,16,305,6.3,1051,3,100,12,0,0
0,0,0,1,1,0,0,0,14,1745,2.8,1857,20,102,15,10,1
1,0,1,0,0,0,6,9,24,1707,3.0,1986,12,174,5,3,2
1,0,0,1,0,1,1,7,21,2220,4.199999999999999,591,13,185,11,10,1
1,1,1,0,1,0,0,4,56,3130,11.200000000000001,1140,9,131,6,5,3
1,1,0,1,0,1,0,3,10,1500,1.2,923,9,80,18,9,0
1,0,1,0,0,1,0,9,33,2145,0.5,1582,18,200,9,7,2
1,0,1,0,0,0,5,14,63,488,4.0,723,8,172,5,0,0
1,1,0,1,1,1,3,4,54,3863,15.0,1251,14,83,6,1,3
1,1,0,1,1,0,4,7,60,2913,2.0,574,9,139,14,0,2
1,1,1,1,1,1,5,10,60,2094,1.0,948,15,116,12,7,1
0,0,1,0,1,0,4,5,44,3141,14.0,1571,17,194,8,1,3
0,0,1,1,0,1,2,6,33,2573,0.5,564,2,192,13,6,1
1,1,0,0,1,1,14,18,57,2340,14.399999999999999,1466,4,155,18,15,2
0,0,1,1,1,0,0,0,16,3788,6.0,597,5,140,12,0,3
1,1,0,1,1,0,10,14,9,3445,17.5,895,15,148,11,5,3
1,1,1,0,1,0,13,16,37,3241,10.0,1535,15,82,6,0,3
0,0,0,1,0,0,7,17,44,2976,1.4,1832,9,125,19,3,3
1,1,0,1,0,1,0,12,58,2241,6.4,1045,11,177,19,15,2
1,1,1,1,0,0,4,10,61,3843,0.8,1483,20,128,11,8,3
1,1,1,0,0,1,0,14,5,3261,14.0,976,6,184,8,2,2
0,0,0,1,1,1,0,2,46,3264,4.4,1840,16,123,8,4,3
0,0,0,0,1,0,0,15,8,826,4.8,1807,20,89,11,1,0
0,0,1,1,1,1,14,16,30,1314,3.2,624,10,192,16,1,0
1,1,0,0,0,1,7,15,38,2699,1.5,1963,10,193,7,0,2
1,1,1,1,0,1,0,1,4,2565,2.0,1307,19,132,8,4,2
0,0,1,1,1,0,6,7,23,3973,3.5,1933,19,102,13,10,3
1,0,0,1,1,0,0,5,42,3537,2.6,1496,6,124,15,14,3
1,0,1,1,0,1,0,10,7,3449,4.0,1532,7,134,5,4,3
1,1,0,0,1,1,7,9,8,3895,2.2,1004,20,97,14,13,3
1,1,0,1,1,1,10,14,38,2777,6.0,1483,16,87,17,9,3
0,0,0,0,0,0,3,11,47,2904,4.8,945,5,141,19,14,2
1,1,0,0,0,1,7,17,17,3774,15.0,1081,16,89,17,15,3
1,1,0,0,1,1,6,14,32,3034,8.399999999999999,1012,10,87,17,5,3
0,0,1,0,0,0,5,12,50,2940,3.0,1762,15,104,19,18,3
1,1,1,1,1,1,1,14,36,3932,18.4,796,5,127,5,1,3
1,1,1,0,0,1,12,16,50,1168,12.5,1547,17,98,17,2,1
1,1,1,0,0,0,6,8,12,376,6.4,988,17,132,9,1,0
1,1,1,1,0,1,7,16,43,3510,3.0,1180,13,102,9,5,3
1,1,1,1,0,0,3,4,3,542,3.8,852,9,161,14,9,0
1,1,1,1,0,0,1,3,18,550,5.6000000000000005,607,12,146,12,1,0
1,0,1,0,0,0,0,0,24,791,0.5,1765,4,135,5,1,0
0,0,0,0,0,1,18,19,63,1895,0.5,1250,7,165,13,6,1
